id,design_code,name,category,diameter,ring_size,main_gemstone_shape,main_gemstone_size,gold_18k_weight,gold_14k_weight,plat_900_weight,plain_or_pattern,diamond_weight,cz_weight
936,NKC9914,Nhẫn Royal design,NKC,,11,Round,6.3,7.05,6.57,,Pattern,0.91,
937,NKC9915,Nhẫn Royal design,NKC,,11,Round,6.3,5.16,4.81,,Pattern,0.37,
938,NKC9916,Nhẫn Royal design ,NKC,,10,Round,6.3,4.95,4.62,,Pattern,0.11,
939,NKC9917,Nhẫn Royal design,NKC,,11,Round,5.4,3.4,3.17,,Pattern,0.41,
940,NNA1401,,NNA,,20.5,,,11.01,10.27,,Plain,1.48,
941,NNA2101,,NNA,,20,Emerald,13.6*10.8,26.05,24.3,,Plain,0,
942,NNA2102,,NNA,,20,,,15.9,14.83,,Plain,0.02,
943,NNA2103,,NNA,,20.5,,,13.55,12.64,,Plain,0.16,
944,NNA2104,,NNA,,20,,,17.8,16.6,,Plain,0.14,
945,NNA2105,,NNA,,20,,,19.22,17.93,,Plain,0.32,
946,NNA2201,,NNA,,16,,,14.06,13.11,,Plain,0.12,
947,NNA2202,,NNA,,20,,,14.06,13.11,,Plain,0,
948,NNA2301,,NNA,,20,,,11.92,11.11,,Plain,1.94,
949,NNA2302,,NNA,,19,,,13.38,12.48,,Plain,0.57,
950,NNA2303,,NNA,,18,,,12.4,11.56,,Plain,0.29,
951,NNA2304,,NNA,,16,,,14.42,13.45,,Plain,1.17,
952,NNA2305,,NNA,,20,,,12.67,11.82,,Plain,0.68,
953,NNA2306,,NNA,,20,,,14.18,13.81,,Plain,0.53,
954,NNA2307,,NNA,,20,,,11.82,11.02,,Pattern,0.32,
955,NNA2308,,NNA,,20,,,11.7,5.6,,Plain,0.43,
956,NNA2309,,NNA,,19,,,13.27,12.37,,Plain,0.77,
957,NNA2310,,NNA,,20,,,11.38,10.6,,Plain,0.97,
958,NNA2311,,NNA,,18,,,8.77,8.18,,Plain,0.42,
959,NNA2313,,NNA,,20,,,12.22,11.4,,Pattern,0.47,
960,NNA3101,,NNA,,18,Round,6.3,17.54,16.36,,Plain,2.2,
961,NNA3102,,NNA,,18,Round,5.4,13.65,12.73,,Plain,1.04,
962,NNA3103,,NNA,,20,Round,4.5,11.73,10.94,,Plain,0.63,
963,NNA3104,,NNA,,17,Round,5,15.43,14.39,,Plain,0.32,
964,NNA3105,,NNA,,15.5,Round,5.4,10.21,9.52,,Plain,0.42,
965,NNA3106,,NNA,,16,Round,5,9.24,8.61,,Plain,0,
966,NNA3107,,NNA,,15,Round,5,10.8,10.07,,Plain,0.23,
967,NNA3108,,NNA,,19,Round,5.4,10.8,10.07,,Plain,0.36,
968,NNA3109,,NNA,,20,Round,5.4,12.02,11.2,,Plain,0.17,
969,NNA3110,,NNA,,20,Round,5.4,12.55,11.7,,Pattern,0.12,
970,NNA3111,,NNA,,16,Round,5,10.77,10.04,,Plain,0.37,
971,NNA3112,,NNA,,15,Round,5,10.33,9.63,,Plain,0.09,
972,NNA3114,,NNA,,20,Round,5.4,12.05,11.24,,Plain,0.05,
973,NNA3115,,NNA,,21,Round,5,10.09,9.41,,Plain,1.23,
974,NNA3116,,NNA,,21,Round,5,13.96,13.02,,Plain,0.22,
975,NNA3117,,NNA,,15,Round,5,9.54,8.9,,Plain,0.11,
976,NNA3118,,NNA,,20,Round,5,11.83,11.03,,Plain,0.05,
977,NNA3119,,NNA,,20,Round,5.4,13.38,12.47,,Plain,1.02,
978,NNA3120,,NNA,,19,Round,6.3,17.1,15.94,,Plain,1.98,
979,NNA3121,,NNA,,28,Round,6.3,27.26,25.42,,Plain,1.12,
980,NNA3122,,NNA,,18,Round,4.5,10.23,9.54,,Plain,0.24,
981,NNA3123,,NNA,,17,Round,5.4,15.99,14.91,,Plain,0.53,
982,NNA3201,,NNA,,15,Round,5.4,10.33,9.63,,Plain,0.15,
983,NNA3202,,NNA,,20,Oval,8.0*6.0,9.97,9.3,,Plain,0.36,
984,NNA3203,,NNA,,20,Round,5,14.53,13.55,,Pattern,0.59,
985,NNA3204,,NNA,,19,Round,5.4,10.63,9.91,,Plain,1.24,
986,NNA3401,,NNA,,16,Round,5.4,12.33,11.47,,Plain,0.83,
987,NNA3402,,NNA,,16,Round,5,9.09,8.47,,Plain,0.16,
988,NNA3403,,NNA,,16,Round,4.5,19.68,18.35,,Pattern,0,
989,NNA3404,,NNA,,16,Round,6.3,10.57,8.83,,Pattern,0.51,
990,NNA3405,,NNA,,16,Round,5,17.94,15,,Pattern,0.39,
991,NNA3406,,NNA,,16,Round,5,14.89,12.44,,Pattern,0.1,
992,NNA3407,,NNA,,18,Round,5.4,13.22,11.05,,Plain,0.53,
993,NNA3408,,NNA,,19,Round,6.3,16.49,13.78,,Plain,3.56,
994,NNA3501,,NNA,,19,Round,4.5,7.73,6.46,,Plain,0,0
995,NNA3801,,NNA,,19,Round,6,11.48,9.6,,Pattern,0.29,
996,NNA3802,,NNA,,18,Round,4.1,16.78,14.03,,Pattern,0.32,
997,NNA3803,,NNA,,20,Round,5.4,20.97,17.53,,Plain,0.37,
998,NNA3901,,NNA,,16,Round,5.4,9.93,8.3,,Plain,0.2,
999,NNA3902,,NNA,,18,Round,6,9.97,8.33,,Pattern,0.24,
1000,NNA3903,,NNA,,20,Round,6,8.36,6.99,,Plain,0.22,
1001,NNA3904,,NNA,,18,Round,4.1,12.22,11.39,,Plain,0.71,
1002,NNA3905,,NNA,,19,Round,5.4,10.19,8.52,,Plain,0,0
1003,NNA3906,,NNA,,18,Round,6.3,9.18,7.67,,Plain,0.24,
1004,NNA3907,,NNA,,18,Round,6.3,12.8,10.7,,Plain,0.28,
1005,NNA3908,,NNA,,21,Round,4.5,8.38,7,,Plain,0.13,
1006,NNA3909,,NNA,,18,Round,6.3,18.2,15.21,,Plain,0.55,
1007,NNA3910,,NNA,,18,Round,5,16.52,13.81,,Plain,0.4,
1008,NNA3911,,NNA,,20,Round,4.5,10.03,8.39,,Plain,0.1,
1009,NNA3912,,NNA,,20,Round,4.1,16.89,14.12,,Plain,0.68,
1010,NNA3913,,NNA,,18,Round,6,13.08,10.93,,Plain,0.24,
1011,NNA3914,,NNA,,20,Round,6.3,10.86,9.08,,Plain,1.58,
1012,NNA3915,,NNA,,18,Round,5.4,12.15,10.15,,Plain,0.25,
1013,NNA3916,,NNA,,19,Round,6.4,10.51,8.79,,Plain,1.79,
1014,NNA4001,,NNA,,17,,,8.38,7.82,,Pattern,0.49,
1015,NNA4101,,NNA,,12,Princess,4.5,10.75,8.98,,Plain,0,0
1016,NNA4102,,NNA,,20,Princess,5.4,12.62,10.55,,Plain,0.41,
1017,NNA4104,,NNA,,25,Princess,5.5,14.34,11.99,,Plain,1.02,
1018,NNA4105,,NNA,,20,Princess,5,13.52,11.3,,Plain,0.049,
1019,NNA4106,,NNA,,20,Princess,4.5,13.64,11.4,,Plain,0.38,
1020,NNA4107,,NNA,,20,Princess,5,16.42,13.72,,Plain,0.187,
1021,NNA4108,,NNA,,18,Princess,4.5,11.58,9.68,,Plain,0.34,
1022,NNA4109,,NNA,,20,Princess,4.5,19.89,16.63,,Plain,0,0
1023,NNA4110,,NNA,,20,Princess,6,12.37,10.34,,Plain,0.6,
1024,NNA4111,,NNA,,20,,,15.36,12.84,,Pattern,0.27,
1025,NNA4112,,NNA,,20,,,17.74,14.83,,Pattern,0.3,
1026,NNA4113,,NNA,,20,,,16.46,13.76,,Pattern,0.1,
1027,NNA4114,,NNA,,20,Princess,5.4,13.38,11.18,,Plain,1.02,
1028,NNA4115,,NNA,,20,Princess,4.1,12.77,10.67,,Plain,0.51,
1029,NNA4201,,NNA,,19,Emerald,8,17.13,14.32,,Plain,0.87,
1030,NNA4202,,NNA,,20,Emerald,6.3,14.42,12.05,,Plain,0.18,
1031,NNA4203,,NNA,,20,Emerald,8,11.39,9.52,,Plain,0.19,
1032,NNA4204,,NNA,,20,Emerald,8,17.4,14.55,,Plain,0.15,
1033,NNA4205,,NNA,,20,Emerald,6.5,11.54,9.65,,Plain,0.28,
1034,NNA4207,,NNA,,20,Emerald,8,15.07,12.6,,Pattern,0.42,
1035,NNA4208,,NNA,,20,Emerald,8,16.93,14.15,,Pattern,0,0
1036,NNA4209,,NNA,,20,Emerald,5.4,13.84,11.56,,Plain,0.38,
1037,NNA4301,,NNA,,20,Oval,7,11.69,9.77,,Plain,0.54,
1038,NNA4302,,NNA,,20,Oval,8,9.95,8.31,,Plain,0,0
1039,NNA4303,,NNA,,20,Oval,8,13.55,11.32,,Plain,0.68,
1040,NNA4304,,NNA,,19,Oval,8,10.53,8.8,,Plain,0.18,
1041,NNA4401,,NNA,,18,Cushion,7.5,16.3,13.62,,Plain,0.06,
1042,NNA8001,,NNA,,20,,,9.32,7.79,,Pattern,0.74,
1043,NNA8002,,NNA,,20,,,9.32,7.79,,Pattern,0.74,
1044,NNA8003,,NNA,,16,,,16.29,13.61,,Pattern,1.37,
1045,NNA8004,,NNA,,19,,,10.53,8.8,,Plain,3.06,
1046,NNA8005,,NNA,,20,,,6.53,5.46,,Plain,1.99,
1047,NNA8006,,NNA,,15,,,11.2,9.36,,Pattern,0.88,
1048,NNA8007,,NNA,,17,,,10.96,9.16,,Plain,1.77,
1049,NNA8008,,NNA,,17,,,15,12.54,,Plain,0.92,
1050,NNA8009,,NNA,,18,,,14.3,11.95,,Pattern,0.77,
1051,NNA8010,,NNA,,18,,,11.62,9.71,,Plain,0.99,
1052,NNA8011,,NNA,,18,,,10.62,8.88,,Plain,0.29,
1053,NNA8012,,NNA,,18,,,10.62,8.88,,Plain,0.29,
1054,NNA8013,,NNA,,17,,,8.02,6.71,,Plain,0.68,
1055,NNA8014,,NNA,,18,,,12.49,10.44,,Pattern,0.48,
1056,NNA8015,,NNA,,20,,,8.4,7.02,,Pattern,0.59,
1057,NNA8016,,NNA,,20,,,12.41,10.38,,Pattern,0.81,
1058,NNA8017,,NNA,,20,,,10.61,8.87,,Pattern,0.76,
1059,NNA8018,,NNA,,20,,,10.61,8.87,,Pattern,0.76,
1060,NNA8019,,NNA,,23,,,23.32,19.49,,Pattern,0.84,
1061,NNA8020,,NNA,,21,,,12.75,10.65,,Pattern,0.26,
1062,NNA8021,,NNA,,17,,,11.63,10.85,,Pattern,1.99,
1063,NPT3107,Colour Men Ring,NNA,,18,Round,6.1,12.98,12.1,,Plain,0.16,
1064,NPT3116,Colour Men Ring,NNA,,16,Round,6.3,11.82,11.02,,Plain,0.5,
1065,NPT3119,Colour Men Ring,NNA,,20,Princess,7.2,14.08,13.13,,Plain,1.2,
1066,NPT3407,Colour Men Ring,NNA,,22,Round,7.1,10.88,10.14,,Plain,0.53,
1067,NPT3801,Colour Men Ring,NNA,,16,Round,6.3,9.95,9.28,,Pattern,0.29,
1068,NPT3802,Colour Men Ring,NNA,,18,Round,4.1,15.78,14.71,,Pattern,0.32,
1069,NPT4207,Colour Men Ring,NNA,,20,Emerald,8.0*6.0,13.91,12.98,,Pattern,0.38,
1070,NPT4209,Colour Men Ring,NNA,,18,Emerald,9.1*7.2,12.42,11.59,,Plain,0.58,
1071,NPT4304,Colour Men Ring,NNA,,18,Oval,11.8*9.0,14.97,13.96,,Plain,0.47,
1072,NPT4305,Colour Men Ring,NNA,,17.5,Oval,9.0*7.0,11.67,10.88,,Plain,0.31,
1073,NTT1201,LIZZIE LADIES MIDI COLLECTION,NTT,,8,,,1.53,1.41,,Plain,0.01,
1074,NTT1202,LIZZIE LADIES MIDI COLLECTION,NTT,,8,,,1.47,1.35,,Plain,0.02,
1075,NTT1203,LIZZIE LADIES MIDI COLLECTION,NTT,,8,,,1.29,1.19,,Plain,0.02,
1076,NTT1204,LIZZIE LADIES MIDI COLLECTION,NTT,,10,,,1.58,1.47,,Plain,0.01,
1077,NTT1205,LIZZIE LADIES MIDI COLLECTION,NTT,,10,,,1.67,1.56,,Plain,0.01,
1078,NTT1206,LIZZIE LADIES MIDI COLLECTION,NTT,,11,,,1.33,1.24,,Plain,0.08,
1079,NTT1207,LIZZIE LADIES MIDI COLLECTION,NTT,,11,,,2.12,1.98,,Pattern,0.17,
1080,NTT1208,LIZZIE LADIES MIDI COLLECTION,NTT,,10,,,1.75,1.63,,Pattern,0.01,
1081,NTT1801,LIZZIE LADIES MIDI COLLECTION,NTT,,10,,,2.09,1.95,,Pattern,,
1082,NTT1802,LIZZIE LADIES MIDI COLLECTION,NTT,,10,,,1.42,1.32,,Pattern,,
1083,NTT1803,LIZZIE LADIES MIDI COLLECTION,NTT,,10,,,2.34,2.19,,Pattern,0.15,
1084,NTT1804,LIZZIE LADIES MIDI COLLECTION,NTT,,10,,,1.2,1.12,,Pattern,0.02,
1085,NTT1805,LIZZIE LADIES MIDI COLLECTION,NTT,,11,,,1.89,1.76,,Pattern,,
1086,NTT1806,LIZZIE LADIES MIDI COLLECTION,NTT,,11,,,1.53,1.43,,Plain,0.01,
1087,NTT1901,LIZZIE LADIES MIDI COLLECTION,NTT,,10,,,1.08,1.01,,Pattern,0.06,
1088,NTT5101,HÀNG THẦN TÀI 2024,,,8.5,,,1.84,1.69,2.43,Pattern,0.001,
1089,NTT5102,HÀNG THẦN TÀI 2024,,,9.5,,,1.54,1.42,2.04,Pattern,0.01,
1090,NTT5103,HÀNG THẦN TÀI 2024,,,11,,,3.82,3.08,5.05,Pattern,0.001,
1091,NTT5104,HÀNG THẦN TÀI 2024,,,11,,,4.22,3.88,5.58,Pattern,0.001,
1092,VCO0001,LINH RIN,Others,,,Round,8.5,112.71,105.11,,Plain,37,
1093,VCO0002,LINH RIN,Others,,,Round,8.5,4.87,4.54,,Plain,1.65,
1094,VCO0003,LINH RIN,Others,,,,,38.42,35.83,,Plain,22.22,
1095,VCO0004,LINH RIN,Others,,,,,52.34,48.8,,Plain,17.61,
1096,VTA0001,,VTA,,,,,5.88,5.4,,Plain,0.33,
1097,VTA0007,HÀNG THẦN TÀI 2024,,,,,,1.32,1.21,1.74,Pattern,0.001,
1098,VTA0008,HÀNG THẦN TÀI 2024,,,,,,3.08,2.83,4.07,Pattern,0.001,
1099,VTA0009,HÀNG THẦN TÀI 2024,,,,,,3.16,2.9,4.17,Pattern,0.001,
1100,VTA1101,,VTA,,,,,5.26,4.91,,Plain,44685,
1101,VTA1102,,VTA,,,Round,5.4,16.46,15.35,,Plain,6.32,
1102,VTA1103,,VTA,,,,,11.39,10.62,,Plain,2.58,
1103,VTA1104,,VTA,,,,,5.34,4.98,,Plain,2.03,
1104,VTA1105,,VTA,,,,,10.98,10.24,,Plain,3.57,
1105,VTA1106,,VTA,,,,,16.1,15.02,,Plain,8.66,
1106,VTA1108,,VTA,,,,,11.32,10.56,,Plain,7.63,cushion square
1107,VTA1109,,VTA,,,,,14.64,13.65,,Plain,7.79,
1108,VTA1110,,VTA,,,,,7.15,6.67,,Plain,6.2,radiant
1109,VTA1111,,VTA,,,,,8.59,8.01,,Plain,9.17,
1110,VTA1112,,VTA,,,,,15.67,14.61,,Plain,15.83,radiant
1111,VTA1114,,VTA,,,,,12.76,11.9,,Plain,7.23,
1112,VTA1116,,VTA,,,,,21.56,20.11,,Plain,7.58,radiant
1113,VTA1201,,VTA,,,,,26.84,25.03,,Plain,6.75,
1114,VTA2002,SICULA,VTA,51,,Round,,20.78,19.08,,Plain,,
1115,VTA3101,,VTA,,,,,14,12.86,,Plain,1.02,
1116,VTA3103,,VTA,,,,,16.99,15.85,,Plain,2.46,
1117,VTA3104,,VTA,,,,,11.92,11.11,,Plain,2.21,
1118,VTA3105,,VTA,,,,,7.18,6.76,,Plain,44682,
1119,VTA5102,,VTA,,,,4.5,1.49,1.39,,Plain,0.17,
1120,VTA5103,,VTA,,,,,2.81,2.58,,Plain,0.42,
1121,VTA5104,,VTA,,,,,1.3,1.21,,Plain,0.41,
1122,VTA5105,,VTA,,,,,1.45,1.35,,Plain,0.14,
1123,VTA8102,,VTA,,,,,1.53,1.42,,Pattern,0.09,
1124,VTA8103,,VTA,,,,,22.31,20.81,,Plain,12.42,
1125,VTA8104,,VTA,,,,,24.88,23.2,,Plain,2.82,
1126,VTA8109,,VTA,51.03,,Round,4.5,20.2,18.84,,Plain,0.56,
1127,VTA8110,,VTA,,,,,22.81,21.27,,Plain,0.84,
1128,VTA8111,,VTA,,,,,14.93,13.93,,Plain,0.43,
1129,VTA8112,,VTA,,,,,15.83,14.76,,Plain,8.53,
1130,VTA8118,HÀNG THẦN TÀI,VTA,,,,,0.45,0.42,,Plain,0.022,
1131,VTA8118 . 2024,HÀNG THẦN TÀI 2024,,,,,,1.09,1,1.44,Plain,0.02,
1132,VTA9001,LINH RIN,VTA,50,,Round,8.5,28.59,26.66,,Plain,3.36,
1133,VTA9002,LINH RIN,VTA,50,,Round,8.5,31.56,29.43,,Plain,2.69,
1134,VTA9003,LINH RIN,VTA,,,,,18.63,17.37,,Plain,2.64,
1135,VTA9004,,VTA,,,,,18.63,17.37,,Plain,2.64,
