ProductId,main_gemstone_shape,main_gemstone_size,gold_18k_weight,gold_14k_weight,plat_900_weight,surface_plain_pattern,catalogue_color
1571.0,,   , 52.34 , 48.80 ,   , Plain , Trắng 
1572.0,,   , 5.88 , 5.40 ,   , Plain , Trắng 
1573.0,,   , 1.32 , 1.21 , 1.74 , Pattern , Vàng 
1574.0,,   , 3.08 , 2.83 , 4.07 , Pattern , Vàng 
1575.0,,   , 3.16 , 2.90 , 4.17 , Pattern , Vàng 
1576.0,,,,,,, Vàng 
1577.0,,,,,,, Vàng 
1578.0,,   , 5.26 , 4.91 ,   , Plain , Trắng 
1579.0,Round, 5.4 , 16.46 , 15.35 ,   , Plain , Trắng 
1580.0,,   , 11.39 , 10.62 ,   , Plain , Trắng 
1581.0,,   , 5.34 , 4.98 ,   , Plain , Trắng 
1582.0,,   , 10.98 , 10.24 ,   , Plain , Trắng 
1583.0,,   , 16.10 , 15.02 ,   , Plain , Trắng 
1584.0,Cushion, 4.0*4.0 , 11.32 , 10.56 ,   , Plain , Trắng 
1585.0,,   , 14.64 , 13.65 ,   , Plain , Trắng 
1586.0,,   , 7.15 , 6.67 ,   , Plain , Trắng 
1587.0,,   , 8.59 , 8.01 ,   , Plain , Trắng 
1588.0,,   , 15.67 , 14.61 ,   , Plain , Trắng 
1589.0,,   , 12.76 , 11.90 ,   , Plain , Trắng 
1590.0,,   , 21.56 , 20.11 ,   , Plain , Trắng 
1591.0,,   , 26.84 , 25.03 ,   , Plain , Trắng 
1592.0,,   , 20.78 , 19.08 ,   , Plain , Trắng 
1593.0,,   , 14.00 , 12.86 ,   , Plain , Trắng 
1594.0,,   , 16.99 , 15.85 ,   , Plain , Trắng 
1595.0,,   , 11.92 , 11.11 ,   , Plain , Trắng 
1596.0,,   , 7.18 , 6.76 ,   , Plain , Trắng 
1597.0,, 4.5 , 1.49 , 1.39 ,   , Plain , Trắng 
1598.0,,   , 2.81 , 2.58 ,   , Plain , Trắng 
1599.0,,   , 1.30 , 1.21 ,   , Plain , Trắng 
1600.0,,   , 1.45 , 1.35 ,   , Plain , Trắng 
1601.0,,   , 1.53 , 1.42 ,   , Pattern , Trắng 
1602.0,,   , 22.31 , 20.81 ,   , Plain , Trắng 
1603.0,,   , 24.88 , 23.20 ,   , Plain , Trắng 
1604.0,Round, 4.5 , 20.20 , 18.84 ,   , Plain , Trắng 
1605.0,,   , 22.81 , 21.27 ,   , Plain , Trắng 
1606.0,,   , 14.93 , 13.93 ,   , Plain , Trắng 
1607.0,,   , 15.83 , 14.76 ,   , Plain , Trắng 
1608.0,,   , 0.45 , 0.42 ,   , Plain , Vàng 
1609.0,,   , 1.09 , 1.00 , 1.44 , Plain , Trắng 
1610.0,Round, 8.5 , 28.59 , 26.66 ,   , Plain , Trắng-Vàng 
1611.0,Round, 8.5 , 31.56 , 29.43 ,   , Plain , Trắng-Vàng 
1612.0,,   , 18.63 , 17.37 ,   , Plain , Trắng 
1613.0,,   , 18.63 , 17.37 ,   , Plain , Trắng 
1614.0,,,,,,,
1615.0,,,,,,,
1616.0,,,,,,,
1617.0,,,,,,,
1618.0,,, 1.46 , 1.22 ,, Pattern , Trắng 
1619.0,,, 1.90 , 1.59 ,, Plain , Trắng 
1620.0,,, 2.04 , 1.71 ,, Plain , Trắng 
1621.0,,, 2.44 , 2.04 ,, Pattern , Trắng 
1622.0,,, 1.76 , 1.47 ,, Pattern , Vàng 
1623.0,,, 1.87 , 1.56 ,, Pattern , Vàng 
1624.0,,, 1.89 , 1.58 ,, Pattern , Trắng 
1625.0,,, 1.91 , 1.60 ,, Pattern , Trắng 
1626.0,,, 2.01 , 1.68 ,, Pattern , Vàng 
1627.0,,, 1.89 , 1.58 ,, Plain , Vàng 
1628.0,,, 1.94 , 1.62 ,, Plain , Trắng 
1629.0,,, 2.38 , 1.99 ,, Plain , Trắng 
1630.0,,, 2.22 , 1.86 ,, Plain , Trắng 
1631.0,,, 2.13 , 1.78 ,, Plain , Trắng 
1632.0,,, 2.46 , 2.06 ,, Plain , Trắng 
1633.0,,, 3.06 , 2.56 ,, Plain , Trắng 
1634.0,,, 1.91 , 1.59 ,, Plain , Trắng 
1635.0,,, 2.92 , 2.44 ,, Plain , Trắng 
1636.0,,, 1.64 , 1.37 ,, Plain , Trắng 
1637.0,,, 2.25 , 1.88 ,, Plain , Trắng 
1638.0,,, 1.96 , 1.64 ,, Plain , Vàng 
1639.0,,, 2.18 , 1.82 ,, Plain , Vàng 
1640.0,,, 1.75 , 1.47 ,, Pattern , Vàng 
1641.0,,, 2.44 , 2.04 ,, Pattern , Vàng 
1642.0,Round, 4.5 , 2.03 , 1.70 ,, Plain , Trắng 
1643.0,,, 2.11 , 1.77 ,, Plain , Trắng 
1644.0,,, 2.41 , 2.02 ,, Plain , Trắng 
1645.0,,, 3.10 , 2.59 ,, Plain , Trắng 
1646.0,,, 2.22 , 1.85 ,, Plain , Trắng 
1647.0,,, 2.08 , 1.74 ,, Plain , Trắng 
1648.0,,,,,,, Trắng 
1649.0,,,,,,, Trắng 
1650.0,,,,,,, Vàng 
1651.0,,,,,,, Trắng 
1652.0,,,,,,, Vàng 
1653.0,,,,,,, Trắng 
1654.0,,,,,,, Trắng 
1655.0,,,,,,, Trắng 
1656.0,,,,,,, Trắng 
1657.0,,,,,,, Trắng 
1658.0,,,,,,, Vàng 
1659.0,,,,,,, Vàng 
1660.0,,,,,,, Trắng 
1661.0,,,,,,, Trắng 
1662.0,,,,,,, Trắng 
