,,,,,,,,,,,,,,,Shape và Size tấm >>>>>>>>>>>>>>>>>>>>>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,">>>,2D,inputs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-
STT,Mã Thiết Kế,Tên gọi riêng,Dòng hàng,Đường kính vòng (cm),Ni,Shape viên chủ, Size viên chủ , Vàng 18k , Vàng 14k , Pt900 , Vàng 10K ,"Plain/
Pattern", TL tấm (KC) , TL tấm (CZ) ,Shape1,Size1,SL1,Shape2,Size2,SL2,Shape3,Size3,SL3,Shape4,Size4,SL4,Shape5,Size5,SL5,Shape6,Size6,SL6,Shape7,Size7,SL7,Shape8,Size8,SL8,Shape9,Size9,SL9,Shape10,Size10,SL10,Loại ĐH mặc định khi có bất kỳ chỉnh sửa nào,Kích thước độ DÀY THÂN - Mặc định,Kích thước độ RỘNG THÂN - Mặc định,Kích thước độ DÀY ĐÁY - Mặc định,Kích thước độ RỘNG ĐÁY - Mặc định2,Kích thước độ DÀY ĐIỂM TRÊN - Mặc định,Kích thước độ RỘNG ĐIỂM TRÊN - Mặc định,Kích thước chiều CAO ổ/chấu,Plantinum (Có/Không),Nguyên nhân/Rủi ro Không làm Platinum,"Tên sản phẩm (Công bố Website)
Dòng hàng + Tên gọi riêng + Mã Thiết kế",Tên ngắn gọn,Cảm hứng thiết kế,Bộ sưu tập,Thời gian ra mắt,Image link, Dia+18K , Dia+14K , Dia+Pt900 , CZ+18K , CZ+14K , CZ+Pt900 , Dia+10K , CZ+10K ,Best-Selling,"Kiểu dáng
Main Catalogue","Kiểu dáng
Sub Catalogue",Vàng Trắng,Vàng Vàng,Vàng Hồng,Màu sắc mặc định Catalogue,Tấm (Có/Không),Brand Class,Product Class,Status,New version,Batch
1116,NKC2509,,Nhẫn kim cương,,11,Round,5.4, 3.56 , 3.32 ,   ,, Plain , 0.45 ,,Round,1.2*1.2,6,Round,1.3*1.3,10,Round,1.5*1.5,4,Round,1.6*1.6,4,Round,1.8*1.8,4,Marquise,3.0*1.5,6,,,,,,,,,,,,,,1.60,1.70,1.40,2.00,,1.24,5.60,,,Nhẫn kim cương NKC2509,0,0,Alluring Charm,,," 38,610,000 "," 33,820,000 "," 39,270,000 "," 22,390,000 "," 17,600,000 "," 23,050,000 ", - , - ,,Halo,Floral, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , -   
1117,NKC2514,Fancy Sunflower,Nhẫn kim cương,,13,Round,6.3, 6.52 , 6.08 ,   ,, Plain , 0.94 ,,Round,1.3*1.3,46,Pear,2.7*1.5,8,Marquise,3.0*1.5,8,Marquise,3.5*1.7,4,Round,1.1*1.1,24,Round,1.0*1.0,12,,,,,,,,,,,,,2,1.60,5.50,1.30,2.70,,,7.70,,,Nhẫn kim cương Fancy Sunflower NKC2514,0,0,Tierra Base Products,,," 74,010,000 "," 65,830,000 "," 71,990,000 "," 37,980,000 "," 29,810,000 "," 35,960,000 ", - , - ,,Halo,Floral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1118,NKC3005,,Nhẫn kim cương,,11,Round,6.3, 2.36 , 2.20 , 3.08 ,, Plain , 0.06 ,,Round,1.3*1.3,2,Round,1.8*1.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,1.85,1.35,2.20,,,6.60,,,Nhẫn kim cương NKC3005,0,0,Simple Glory,,," 16,430,000 "," 13,260,000 "," 17,030,000 "," 14,030,000 "," 10,850,000 "," 14,630,000 ", - , - ,,Three Stone,Custom Three Stone, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class A , Active , -   , -   
1119,NKC3103,,Nhẫn kim cương,,11,Round,5.4, 3.46 , 3.22 ,   ,, Plain , 0.12 ,,Round,2.5*2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,2.50,1.30,2.50,,,5.50,,,Nhẫn kim cương NKC3103,0,0,Tierra Base Products,,," 23,640,000 "," 18,960,000 "," 24,220,000 "," 19,360,000 "," 14,680,000 "," 19,940,000 ", - , - ,,Three Stone,Three Stone, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , -   
1120,NKC3206,,Nhẫn kim cương,,10,Round,4.5, 3.39 , 3.16 ,   ,, Plain , 0.44 ,,Round,2.8*2.8,2,Round,1.7*1.7,12,Round,2.0*2.0,2,,,,,,,,,,,,,,,,,,,,,,,1.90,1.50,1.50,1.50,,,7.20,Không,Viền bi nhỏ lòng nhẫn 2 màu,Nhẫn kim cương NKC3206,0,0,Tierra Base Products,,," 38,290,000 "," 33,720,000 ", - ," 20,160,000 "," 15,590,000 ", - , - , - ,,Three Stone,Three Stone With Accent Stone, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E3 , Active , -   , -   
1121,NKC3301,Five Stone With Bridge Accent Stone ,Nhẫn kim cương,,11,Round,5.4, 3.55 , 3.31 ,   ,, Plain , 0.36 ,,Round,3.0*3.0,2,Round,2.5*2.5,2,Round,1.7*1.7,2,,,,,,,,,,,,,,,,,,,,,,,1.40,2.00,1.30,2.00,,,6.90,,,Nhẫn kim cương Five Stone With Bridge Accent Stone  NKC3301,0,0,Tierra Base Products,,," 35,470,000 "," 30,690,000 "," 36,130,000 "," 20,360,000 "," 15,580,000 "," 21,020,000 ", - , - ,,Three Stone,Three With Bridge, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , -   
1122,NKC3302,Art Deco Three Stone,Nhẫn kim cương,,12,Round,7, 3.24 , 2.74 , 4.22 ,, Plain , 1.47 ,,Round,0.9*0.9,32,Round,0.8*0.8,44,Round,1.0*1.0,2,Baguette,6.0*3.0,2,,,,,,,,,,,,,,,,,,,,1.30,2.70,1.30,2.20,,,7.20,,,Nhẫn kim cương Art Deco Three Stone NKC3302,0,0,Tierra Base Products,,," 34,580,000 "," 29,140,000 "," 35,120,000 "," 22,350,000 "," 16,910,000 "," 22,890,000 ", - , - ,,Three Stone,Three With Bridge, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1123,NKC4110,Spring Peony,Nhẫn kim cương,,12,Round,6.3, 8.53 , 7.96 ,   ,, Plain , 1.93 ,,Round,2.5*2.5,16,Round,1.3*1.3,20,Round,1.1*1.1,4,Round,1.2*1.2,20,Round,1.5*1.5,2,Round,0.9*0.9,16,Baguette,2.5*1.5,16,,,,,,,,,,,1.75,5.05,1.40,3.95,,,1.31,Không,Cấu trúc cụm chấu mảnh,Nhẫn kim cương Spring Peony NKC4110,0,HOA XUÂN,Spring Blooming,,," 113,100,000 "," 105,270,000 ", - ," 45,190,000 "," 37,360,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E2 , Active , -   , -   
1124,NKC4111,Spring Dandelion,Nhẫn kim cương,,11,Round,6.3, 8.53 , 7.96 ,   ,, Plain , 0.78 ,,Pear,2.0*1.5,6,Round,2.5*2.5,6,Round,1.3*1.3,12,Round,1.0*1.0,6,Round,0.8*0.8,52,Round,1.2*1.2,18,,,,,,,,,,,,,,1.50,2.90,1.30,2.90,,,1.04,Không,Cấu trúc cụm chấu mảnh,Nhẫn kim cương Spring Dandelion NKC4111,0,HOA XUÂN,Spring Blooming,,," 80,390,000 "," 72,560,000 ", - ," 44,360,000 "," 36,530,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1125,NKC4112,Spring Willow,Nhẫn kim cương,,12,Round,5.4, 5.89 , 5.49 ,   ,, Plain , 0.50 ,,Round,1.7*1.7,16,Round,0.8*0.8,8,Round,1.0*1.0,30,Round,0.9*0.9,18,Round,1.3*1.3,2,Round,1.2*1.2,2,,,,,,,,,,,,,,2.00,3.45,1.40,2.65,,,9.40,Không,Cấu trúc cụm chấu mảnh,Nhẫn kim cương Spring Willow NKC4112,0,HOA XUÂN,Spring Blooming,,," 55,660,000 "," 47,730,000 ", - ," 35,330,000 "," 27,390,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Hồng , Yes , UPPER PREMIUM , Class C , Active , -   , -   
1126,NKC4113,Joy of Spring,Nhẫn kim cương,,10,Round,5.4, 5.82 , 5.43 ,   ,, Pattern , 0.87 ,,Round,1.0*1.0,12,Round,1.5*1.5,14,Round,1.1*1.1,4,Round,1.2*1.2,2,Round,1.4*1.4,4,Round,1.3*1.3,2,Round,1.7*1.7,8,Round,2.3*2.3,4,Round,2.5*2.5,4,,,,,1.70,2.70,1.30,2.70,,,1.02,Không,Cấu trúc cụm chấu mảnh,Nhẫn kim cương Joy of Spring NKC4113,0,HOA XUÂN,Spring Blooming,,," 63,880,000 "," 56,050,000 ", - ," 36,080,000 "," 28,250,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1127,NKC4114,Spring Sunflower,Nhẫn kim cương,,10,Round,6.3, 7.48 , 6.87 ,   ,, Plain , 1.30 ,,Round,2.0*2.0,10,Round,2.2*2.2,5,Round,1.2*1.2,14,Round,0.9*0.9,52,Round,0.8*0.8,14,Round,1.1*1.1,8,Round,1.3*1.3,4,Round,1.5*1.5,4,Round,1.7*1.7,2,Round,2.7*2.7,5,,1.50,5.80,1.30,2.60,,,1.12,Không,Cấu trúc cụm chấu mảnh,Nhẫn kim cương Spring Sunflower NKC4114,0,HOA XUÂN,Spring Blooming,,," 88,400,000 "," 78,640,000 ", - ," 42,910,000 "," 33,160,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1128,NKC4117,Spring Light,Nhẫn kim cương,,10,Round,6.3, 8.64 , 7.93 ,   ,, Plain , 0.86 ,,Round,1.6*1.6,8,Round,1.3*1.3,8,Round,2.2*2.2,4,Round,2.5*2.5,4,Round,0.9*0.9,56,Round,0.8*0.8,66,,,,,,,,,,,,,,1.80,4.80,1.40,4.00,,,9.90,Không,Cấu trúc cụm chấu mảnh,Nhẫn kim cương Spring Light NKC4117,0,HOA XUÂN,Spring Blooming,,," 82,640,000 "," 74,230,000 ", - ," 46,090,000 "," 37,690,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class C , Active , -   , -   
1129,NKC4118,Love of Spring,Nhẫn kim cương,,12,Round,5.4, 6.63 , 6.09 ,   ,, Plain , 0.67 ,,Round,0.9*0.9,30,Round,1.0*1.0,20,Round,0.8*0.8,2,Round,1.5*1.5,18,Round,2.1*2.1,8,,,,,,,,,,,,,,,,,1.40,2.80,1.30,2.50,,,8.50,Không,Cấu trúc cụm chấu mảnh,Nhẫn kim cương Love of Spring NKC4118,0,HOA XUÂN,Spring Blooming,,," 60,860,000 "," 52,220,000 ", - ," 37,060,000 "," 28,420,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Hồng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1130,NKC4119,Dream's Spring,Nhẫn kim cương,,12,Round,5.4, 8.70 , 8.11 ,   ,, Plain , 2.01 ,,Baguette,2.5*1.5,18,Round,2.9*2.9,8,Round,2.0*2.0,8,Round,0.8*0.8,4,Round,1.0*1.0,68,Round,1.2*1.2,8,Round,0.9*0.9,8,Round,1.1*1.1,4,,,,,,,,1.80,7.10,1.30,3.10,,,1.14,Không,nhờ Ciel check giúp lý do,Nhẫn kim cương Dream's Spring NKC4119,0,HOA XUÂN,Spring Blooming,,," 127,820,000 "," 117,700,000 ", - ," 47,070,000 "," 36,950,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1131,NKC4120,Spring Muse,Nhẫn kim cương,,12,Round,6.3, 8.43 , 7.86 ,   ,, Plain , 1.77 ,,Round,2.5*2.5,7,Round,2.2*2.2,7,Round,2.0*2.0,7,Round,1.0*1.0,23,Round,1.3*1.3,46,Round,1.6*1.6,12,Round,1.2*1.2,12,Round,1.5*1.5,6,Round,1.4*1.4,6,,,,,1.60,5.90,1.30,2.40,,,1.29,Không,nhờ Ciel check giúp lý do,Nhẫn kim cương Spring Muse NKC4120,0,HOA XUÂN,Spring Blooming,,," 103,050,000 "," 95,290,000 ", - ," 45,040,000 "," 37,280,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1132,NKC4121,Radiant Spring,Nhẫn kim cương,,11,Round,5.4, 6.93 , 6.47 ,   ,, Plain , 1.06 ,,Round,1.2*1.2,32,Round,1.0*1.0,2,Round,0.9*0.9,4,Round,1.7*1.7,20,Round,2.5*2.5,8,,,,,,,,,,,,,,,,,1.70,4.70,1.30,3.70,,,1.05,Không,nhờ Ciel check giúp lý do,Nhẫn kim cương Radiant Spring NKC4121,0,HOA XUÂN,Spring Blooming,,," 72,650,000 "," 63,990,000 ", - ," 38,050,000 "," 29,390,000 ", - , - , - ,,Cluster,Coral, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1133,NKC4201,Lotus Of Clear Moon,Nhẫn kim cương,,13,Round,5.4, 7.34 , 6.85 ,   ,, Plain , 1.13 ,,Round,2.2*2.2,4,Round,2.0*2.0,4,Round,1.1*1.1,24,Round,1.0*1.0,40,Round,1.2*1.2,12,Round,1.3*1.3,8,Round,0.8*0.8,104,Round,0.9*0.9,88,,,,,,,2,1.60,2.80,1.30,2.60,,,7.50,,,Nhẫn kim cương Lotus Of Clear Moon NKC4201,0,0,Lotus Of The Clear Moon,,," 105,100,000 "," 95,910,000 "," 102,700,000 "," 48,010,000 "," 38,820,000 "," 45,610,000 ", - , - ,,Cluster,Floral Design, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1134,NKC8101,La Reine ,Nhẫn kim cương,,13,Cushion,8, 9.46 , 8.82 ,   ,, Plain , 1.04 ,,Pear,3.0*2.5,2,Round,1.0*1.0,34,Round,1.3*1.3,2,Round,1.2*1.2,68,Round,1.1*1.1,36,Round,0.8*0.8,4,Round,0.9*0.9,28,Round,1.2*1.2,3,Round,1.5*1.5,2,,,,2,2.30,6.70,1.39,4.36,,10.37,9.83,Không,Chi tiết hoa văn mảnh nhỏ,Nhẫn kim cương La Reine  NKC8101,0,0,Tierra Base Products,,," 95,510,000 "," 84,510,000 ", - ," 50,870,000 "," 39,870,000 ", - , - , - ,,Fancy Diamond,Princess / Radiant, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1135,NKC8103,Princess Cut With Royal Pattern ,Nhẫn kim cương,,13,Princess,4, 3.42 , 3.19 ,   ,, Plain , 0.19 ,,Round,0.9*0.9,38,Round,1.0*1.0,8,Round,0.8*0.8,12,Round,1.3*1.3,4,,,,,,,,,,,,,,,,,,,,1.50,2.00,1.40,2.00,,9.70,3.63,,,Nhẫn kim cương Princess Cut With Royal Pattern  NKC8103,0,0,Tierra Base Products,,," 33,360,000 "," 28,760,000 "," 34,030,000 "," 22,420,000 "," 17,820,000 "," 23,100,000 ", - , - ,,Fancy Diamond,Princess / Radiant, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Inactive , -   , -   
1136,NKC8204,Emerald And Split Diamond Band ,Nhẫn kim cương,,11,Emerald," 8,0*6,8 ", 5.40 , 4.94 ,   ,, Plain , 0.99 ,,Round,1.3*1.3,26,Round,1.5*1.5,32,Round,1.4*1.4,12,Round,2.3*2.3,2,Round,2.1*2.1,2,Round,1.8*1.8,4,,,,,,,,,,,,,,1.70,2.20,1.30,2.20,,,7.30,,,Nhẫn kim cương Emerald And Split Diamond Band  NKC8204,0,0,Tierra Base Products,,," 65,120,000 "," 57,480,000 "," 63,710,000 "," 33,400,000 "," 25,770,000 "," 32,000,000 ", - , - ,,Fancy Diamond,Emerald / Baguette, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Inactive , -   , -   
1137,NKC8205,Emerald And Twisted Diamond Band ,Nhẫn kim cương,,9,Emerald, 6.88*4.58 , 4.89 , 4.56 ,   ,, Plain , 0.47 ,,Round,1.2*1.2,50,Round,1.3*1.3,18,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,3.00,1.30,2.50,,,7.10,,,Nhẫn kim cương Emerald And Twisted Diamond Band  NKC8205,0,0,Tierra Base Products,,," 48,830,000 "," 42,250,000 "," 47,650,000 "," 30,140,000 "," 23,560,000 "," 28,960,000 ", - , - ,,Fancy Diamond,Emerald / Baguette, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class C , Active , -   , -   
1138,NKC8207,Shape Of Emerald ,Nhẫn kim cương,,14,Emerald, 7.5*5.5 , 5.49 , 4.64 ,   ,, Plain ,   ,,Round,0.8*0.8,18,Round,1.0*1.0,74,Round,0.9*0.9,4,,,,,,,,,,,,,,,,,,,,,,,1.85,2.50,1.30,2.10,,,6.40,,,Nhẫn kim cương Shape Of Emerald  NKC8207,0,0,Tierra Base Products,,," 44,630,000 "," 40,650,000 "," 45,350,000 "," 18,570,000 "," 14,590,000 "," 19,290,000 ", - , - ,,Fancy Diamond,Emerald / Baguette, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1139,NKC8210,,Nhẫn kim cương,,11,Emerald, 7.3*4.5 , 4.60 , 4.29 ,   ,, Plain , 1.06 ,,Round,0.8*0.8,18,Princess,2.7*2.7,4,Marquise,4.0*2.0,8,Marquise,3.0*1.5,4,,,,,,,,,,,,,,,,,,,,1.60,2.30,1.30,1.80,,,6.60,,,Nhẫn kim cương NKC8210,0,0,Tierra Base Products,,," 90,440,000 "," 84,250,000 "," 89,390,000 "," 28,500,000 "," 22,320,000 "," 27,450,000 ", - , - ,,Fancy Diamond,Emerald / Baguette, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Inactive , -   , -   
1140,NKC8211,Radiant Cut And Décor Split Shank ,Nhẫn kim cương,,11,Princess,5.4, 4.59 , 3.35 ,   ,, Plain , 0.27 ,,Round,0.9*0.9,42,Round,1.0*1.0,14,Round,1.1*1.1,12,Round,0.8*0.8,20,,,,,,,,,,,,,,,,,,,,1.50,2.00,1.30,2.00,,,6.60,,,Nhẫn kim cương Radiant Cut And Décor Split Shank  NKC8211,0,0,Tierra Base Products,,," 44,900,000 "," 35,160,000 "," 43,850,000 "," 29,370,000 "," 19,640,000 "," 28,330,000 ", - , - ,,Fancy Diamond,Emerald / Baguette, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class B , Active , -   , -   
1141,NKC8302,Custom Pear Cut,Nhẫn kim cương,,5,Pear, 9.1*5.3 , 3.94 , 3.67 ,   ,, Plain , 0.54 ,,Round,2.0*2.0,8,Round,1.3*1.3,34,Round,1.0*1.0,4,,,,,,,,,,,,,,,,,,,,,,,1.50,1.40,1.30,1.40,,,3.90,,,Nhẫn kim cương Custom Pear Cut NKC8302,0,0,Tierra Base Products,,," 42,910,000 "," 37,590,000 "," 43,540,000 "," 24,490,000 "," 19,170,000 "," 25,120,000 ", - , - ,,Fancy Diamond,Pear, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class B , Active , -   , -   
1142,NKC8402,You'Re My Treasure,Nhẫn kim cương,,12,Heart,6, 8.95 , 8.35 ,   ,, Plain , 1.31 ,,Round,0.8*0.8,20,Round,1.0*1.0,38,Round,1.1*1.1,42,Round,0.9*0.9,120,Round,1.3*1.3,12,Round,1.2*1.2,75,,,,,,,,,,,,,2,2.20,7.30,1.60,3.00,,,8.40,Không,kết cấu nhẫn phức tạp,Nhẫn kim cương You'Re My Treasure NKC8402,0,0,Tierra Base Products,,," 116,910,000 "," 106,520,000 ", - ," 53,280,000 "," 42,890,000 ", - , - , - ,,Fancy Diamond,Oval, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class C , Active , -   , -   
1143,NKC8503,Five Stone With Bridge Accent Stone,Nhẫn kim cương,,11,Oval, 8.0*6.0 , 3.78 , 3.50 ,   ,, Plain , 0.76 ,,Round,1.0*1.0,155,Round,0.9*0.9,6,Round,1.2*1.2,20,Round,1.1*1.1,6,Round,0.8*0.8,6,,,,,,,,,,,,,,,,,1.60,3.60,1.40,1.90,,,,,,Nhẫn kim cương Five Stone With Bridge Accent Stone NKC8503,0,0,Tierra Base Products,,," 69,320,000 "," 64,140,000 "," 69,960,000 "," 29,430,000 "," 24,250,000 "," 30,070,000 ", - , - ,,Fancy Diamond,Oval, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class C , Active , -   , -   
1144,NKC8505,Princess Modern Oval,Nhẫn kim cương,,11,Oval, 7*5 , 4.99 , 4.17 ,   ,, Plain , 1.44 ,,Baguette,3.0*1.5,20,Round,1.1*1.1,40,Round,1.2*1.2,8,Round,0.9*0.9,16,Round,1.5*1.5,4,Round,1.3*1.3,6,Round,1.0*1.0,34,Round,0.8*0.8,2,,,,,,,,2.10,6.90,2.10,3.30,,7.80,4.80,,,Nhẫn kim cương Princess Modern Oval NKC8505,0,0,Tierra Base Products,,," 103,450,000 "," 94,890,000 "," 102,230,000 "," 34,540,000 "," 25,980,000 "," 33,320,000 ", - , - ,,Fancy Diamond,Oval, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E3 , Active , -   , -   
1145,NKC9901,The Fleur,Nhẫn kim cương,,11,Round,6, 3.34 , 3.11 ,   ,, Plain , 0.19 ,,Round,0.9*0.9,16,Round,1.0*1.0,40,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,2.60,1.40,2.60,,,6.50,,,Nhẫn kim cương The Fleur NKC9901,0,0,Tierra Base Products,,," 32,490,000 "," 27,980,000 "," 33,170,000 "," 21,740,000 "," 17,220,000 "," 22,420,000 ", - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class C , Active , -   , -   
1146,NKC9902,,Nhẫn kim cương,,11,Round,6.3, 4.95 , 4.62 ,   ,, Plain , 0.32 ,,Round,0.8*0.8,4,Round,0.9*0.9,24,Round,1.0*1.0,4,Round,1.2*1.2,36,,,,,,,,,,,,,,,,,,,,1.50,3.00,1.30,3.00,,,7.30,,,Nhẫn kim cương NKC9902,0,0,Alluring Charm,,," 45,180,000 "," 38,530,000 "," 43,970,000 "," 30,330,000 "," 23,690,000 "," 29,120,000 ", - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E2 , Active , -   , -   
1147,NKC9905,,Nhẫn kim cương,,10,Round,5.4, 3.41 , 3.18 ,   ,, Pattern , 0.26 ,,Round,1.3*1.3,2,Round,0.9*0.9,4,Round,1.0*1.0,4,Round,1.1*1.1,8,Round,1.2*1.2,28,,,,,,,,,,,,,,,,,1.70,2.50,1.30,2.50,,,7.50,Không,Chi tiết hoa văn nhỏ mảnh Viền bi,Nhẫn kim cương NKC9905,0,0,Tierra Base Products,,," 34,800,000 "," 30,210,000 ", - ," 23,510,000 "," 18,920,000 ", - , - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class A , Active , -   , -   
1148,NKC9906,,Nhẫn kim cương,,10,Round,5.4, 3.36 , 3.13 ,   ,, Pattern , 0.30 ,,Round,0.9*0.9,22,Round,1.3*1.3,6,Round,1.1*1.1,4,Round,1.0*1.0,8,Round,1.4*1.4,12,Round,1.2*1.2,2,,,,,,,,,,,,,,1.70,3.00,1.50,2.00,,,8.30,Không,Chi tiết hoa văn nhỏ mảnh Viền bi,Nhẫn kim cương NKC9906,0,0,Alluring Charm,,," 36,420,000 "," 31,880,000 ", - ," 23,610,000 "," 19,070,000 ", - , - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , -   
1149,NKC9907,,Nhẫn kim cương,,10,Round,6.4, 4.76 , 4.44 ,   ,, Pattern , 0.89 ,,Round,1.8*1.8,6,Round,1.5*1.5,16,Round,0.9*0.9,12,Round,1.6*1.6,10,Round,1.4*1.4,8,Round,1.3*1.3,20,Round,1.0*1.0,4,Round,1.7*1.7,6,,,,,,,,1.80,5.70,1.30,3.20,,,8,,,Nhẫn kim cương NKC9907,0,0,Alluring Charm,,," 62,170,000 "," 55,770,000 "," 61,040,000 "," 32,120,000 "," 25,720,000 "," 31,000,000 ", - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class C , Active , -   , -   
1150,NKC9908,,Nhẫn kim cương,,10,Round,6.3, 5.32 , 4.96 ,   ,, Pattern , 0.31 ,,Round,1.3*1.3,2,Round,1.1*1.1,42,Round,0.9*0.9,12,Round,1.2*1.2,6,,,,,,,,,,,,,,,,,,,,1.70,3.70,1.30,2.50,,,8.40,Không,Chi tiết hoa văn nhỏ mảnh Viền bi,Nhẫn kim cương NKC9908,0,0,Tierra Base Products,,," 47,960,000 "," 40,800,000 ", - ," 33,670,000 "," 26,510,000 ", - , - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1151,NKC9914,,Nhẫn kim cương,,11,Round,6.3, 7.05 , 6.57 ,   ,, Pattern , 0.91 ,,Round,1.5*1.5,16,Round,1.2*1.2,26,Round,1.0*1.0,20,Round,2.0*2.0,4,Round,1.3*1.3,20,Round,0.9*0.9,8,Round,1.4*1.4,4,Round,1.1*1.1,8,Round,1.7*1.7,4,,,,,1.90,4.60,1.40,2.80,,,8.80,Không,Chi tiết hoa văn nhỏ mảnh Viền bi,Nhẫn kim cương NKC9914,0,0,Tierra Base Products,,," 75,840,000 "," 66,980,000 ", - ," 42,230,000 "," 33,370,000 ", - , - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E2 , Active , -   , -   
1152,NKC9915,,Nhẫn kim cương,,11,Round,6.3, 5.16 , 4.81 ,   ,, Pattern , 0.37 ,,Round,1.3*1.3,16,Round,1.2*1.2,14,Round,1.4*1.4,8,Round,1.5*1.5,2,Round,1.7*1.7,2,,,,,,,,,,,,,,,,,1.60,3.90,1.30,2.50,,,6.90,,,Nhẫn kim cương NKC9915,0,0,Tierra Base Products,,," 45,550,000 "," 38,600,000 "," 44,250,000 "," 32,000,000 "," 25,050,000 "," 30,700,000 ", - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , -   
1153,NKC9916,,Nhẫn kim cương,,10,Round,6.3, 4.95 , 4.62 ,   ,, Pattern , 0.11 ,,Round,1.2*1.2,8,Round,0.9*0.9,8,Round,1.3*1.3,4,,,,,,,,,,,,,,,,,,,,,,,1.50,3.80,1.30,3.00,,,8.10,Không,Chi tiết hoa văn nhỏ mảnh,Nhẫn kim cương NKC9916,0,0,Tierra Base Products,,," 35,450,000 "," 28,800,000 ", - ," 29,710,000 "," 23,070,000 ", - , - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E3 , Active , -   , -   
1154,NKC9917,,Nhẫn kim cương,,11,Round,5.4, 3.40 , 3.17 ,   ,, Pattern , 0.41 ,,Round,2.7*2.7,2,Round,1.7*1.7,6,Round,1.5*1.5,4,Round,1.2*1.2,4,Round,2.0*2.0,2,Round,0.9*0.9,4,Round,1.1*1.1,2,Round,2.3*2.3,2,,,,,,,,1.70,3.50,1.30,2.60,,,7.70,Không,Chi tiết hoa văn nhỏ mảnh,Nhẫn kim cương NKC9917,0,0,Tierra Base Products,,," 42,060,000 "," 37,480,000 ", - ," 22,640,000 "," 18,070,000 ", - , - , - ,,Royal,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , -   
